paragraph,label,pair_type,TR
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",entailment,one-implicit-one-explicit,Does the decision to promote johnsen precedes the event of martinez promoting johnsen as his chief of staff?
"despite no change in audreys need for daily skilled nursing services and no change in the language of the plan, after january 22, 2021 bcbsil began denying mr. lous claims for audreys care. on february 16, 2021, bcbsil denied mr. lous request for benefits for the period from january 28, 2021 through april 30, as grounds for denying the benefits, bcbsils denial letter stated only that [b]ased on your plan, our records show that the proposed services are not a covered benefit. because of this, any claims for these services would not be eligible for reimbursement. on april 13, 2021, maxim healthcare services (maxim), the provider of skilled nursing services to audrey, submitted an administrative appeal of bcbsils claim denial on mr. lous behalf. in support of its appeal, maxim submitted letters of medical necessity from dr. john takayama, audreys primary care physician, and dr. ngoc ly, audreys pulmonologist and chief of pediatric pulmonology at ucsf benioff childrens hospital. the letters both (1) established audreys ongoing need for daily skilled nursing care; and (2) evidenced the fact that audreys need for daily skilled nursing care had not changed nor diminished over the period for which claims were submitted. mr. lou and his wife also personally attested to audreys ongoing need for daily medical assessment and skilled nursing care in support of the appeal. maxim also submitted extensive nursing care documentation evidencing audreys need for daily skilled nursing care.",entailment,one-implicit-one-explicit,Does mr. lou realized the change in bcbsil's approach to covering audrey's skilled nursing services after bcbsil denied his claims?
"plaintiff, trachte building systems, inc. (trachte) brings this action against defendant sheet metal air, rail and transportation workers local 565 (local 565) to vacate an arbitration award (award) and amended arbitration award (amended award) entered in smart local 565 v. trachte building systems, inc., case id trachte is an employer within the meaning of the lmra, 29 u.s.c. 152(2), and is engaged in commerce or an industry affecting commerce within the meaning of 29 u.s.c. 152(6) and (7). trachte is a wisconsin corporation engaged in the design, manufacture, and erection of durable, pre-engineered, and customized steel self-storage systems. its headquarters are located at 314 wilburn road, sun prairie, wisconsin, 53590, and its operations include a production plant in sun prairie, wisconsin (the sun prairie plant). case: 3:24-cv-00018 document #: 1 filed: 01/11/24 page 1 of 6 2 13, which requires a party challenging an arbitration award in wisconsin to file such challenge within 3 months after the award is filed or delivered. trachte received the award on december 1, 2023, and the amended award on december 11,",entailment,one-implicit-one-explicit,Does the event of brings (plaintiff action against defendant) is simultaneous with vacate (an arbitration award and amended arbitration award)?
"plaintiff, trachte building systems, inc. (trachte) brings this action against defendant sheet metal air, rail and transportation workers local 565 (local 565) to vacate an arbitration award (award) and amended arbitration award (amended award) entered in smart local 565 v. trachte building systems, inc., case id trachte is an employer within the meaning of the lmra, 29 u.s.c. 152(2), and is engaged in commerce or an industry affecting commerce within the meaning of 29 u.s.c. 152(6) and (7). trachte is a wisconsin corporation engaged in the design, manufacture, and erection of durable, pre-engineered, and customized steel self-storage systems. its headquarters are located at 314 wilburn road, sun prairie, wisconsin, 53590, and its operations include a production plant in sun prairie, wisconsin (the sun prairie plant). case: 3:24-cv-00018 document #: 1 filed: 01/11/24 page 1 of 6 2 13, which requires a party challenging an arbitration award in wisconsin to file such challenge within 3 months after the award is filed or delivered. trachte received the award on december 1, 2023, and the amended award on december 11,",entailment,one-implicit-one-explicit,"Does trachte engaging in commerce or an industry affecting commerce precedes trachte engaging in the design, manufacture, and erection of steel self-storage systems?"
"approximately one month later, in june 2021, ms. arvan went out onto the floor and walked past the roll tunnel. as she did so, she noticed that rivera was pushing the rolls of paper (which weigh thousands of pounds) with his hands. ms. arvan, consistent with the the companys requirement that managers intervene when they observe unsafe behavior, approached rivera to address his unsafe conduct. ms. arvan told rivera that the rolls were too heavy to be pushed with his hands. he responded that she was picking on him. ms. arvan said no, she was simply trying to have a case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 7 of 16 pageid #: 111 8 safety discussion with him. ms. arvan advised rivera that he should not be pushing rolls, that his conduct was unsafe and that he could get hurt. she advised him that he needed to use a roll pusher. when ms. arvan advised him that the roll actually weighed 3,700 pounds and that he needed to use a roll pusher, he became more agitated and disrespectful and rolled his eyes at ms. arvan. ms. arvan said, dont roll your eyes at me.",entailment,one-implicit-one-explicit,Does rivera pushing the rolls with his hands precedes ms. arvan's intervention?
"on october 19, 2021 maxim submitted a claim on behalf of albert lou for daily skilled nursing services rendered to audrey from may 1, 2021 case 3:22-cv-03091 document 1 filed 05/26/22 page 6 of 17 lou v. accenture u.s. group health plan, et al., complaint 7 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 through december 31, on november 2, 2021 bcbsil denied the claim, stating only that the services requested were not a covered benefit despite the fact that there was no change in audreys need for daily skilled nursing care and no change in the language of the plan, and despite the fact that bcbsil had just determined a month prior that the services rendered to audrey were covered by the plan and that audrey required daily skilled nursing services. on november 5, 2021, maxim appealed bcbsils denial of benefits dated november 2,",entailment,one-implicit-one-explicit,Does maxim preparing an appeal follows bcbsil's denial of benefits?
"on november 25, 2020, the district court granted the unions summary judgment motion and denied cdrts. cdrt subsequently appealed the matter to the united states court of appeals for the sixth circuit (no. 20-6425). on september 17, 2021, however, the company and the union entered a settlement agreement that resolved the appeal. the settlement agreement is attached as exhibit d. in the settlement agreement, the parties agreed that they would arbitrate the sole issue of the calculation of backpay, as that remedy is referred to and defined in the july 24, 2019 opinion and award of arbitrator mark c. travis. they further agreed that this arbitration would be before arbitrator travis. case 3:22-cv-00386-rgj document 1 filed 07/27/22 page 4 of 9 pageid #: 4 5 the remedy award",entailment,one-implicit-one-explicit,Does the event of cdrt filing an appeal follows the district court granting the union's summary judgment motion and denying cdrt?
"ms. reed advised ms. salome to issue the written discipline and to speak with rivera (as well as the other roll tunnel operators) regarding the defaced guidelines. accordingly, ms. salome, along with clint kelch (the union steward) approached rivera to present him with the disciplinary warning and to discuss the defacement of the posted guidelines. rivera was on his clamp truck and ms. salome advised that rivera that she needed to speak with him. without stopping, rivera told her that he did not have time to speak with her (his own supervisor) because he was working and drove by her.",entailment,one-implicit-one-explicit,Does ms. salome agreeing to ms. reed's advice follows ms. reed advising ms. salome?
"ms. reed advised ms. salome to issue the written discipline and to speak with rivera (as well as the other roll tunnel operators) regarding the defaced guidelines. accordingly, ms. salome, along with clint kelch (the union steward) approached rivera to present him with the disciplinary warning and to discuss the defacement of the posted guidelines. rivera was on his clamp truck and ms. salome advised that rivera that she needed to speak with him. without stopping, rivera told her that he did not have time to speak with her (his own supervisor) because he was working and drove by her.",entailment,one-implicit-one-explicit,Does rivera noticing ms. salome and clint kelch approaching him happens after ms. salome and clint kelch approached rivera?
"plaintiff, trachte building systems, inc. (trachte) brings this action against defendant sheet metal air, rail and transportation workers local 565 (local 565) to vacate an arbitration award (award) and amended arbitration award (amended award) entered in smart local 565 v. trachte building systems, inc., case id trachte is an employer within the meaning of the lmra, 29 u.s.c. 152(2), and is engaged in commerce or an industry affecting commerce within the meaning of 29 u.s.c. 152(6) and (7). trachte is a wisconsin corporation engaged in the design, manufacture, and erection of durable, pre-engineered, and customized steel self-storage systems. its headquarters are located at 314 wilburn road, sun prairie, wisconsin, 53590, and its operations include a production plant in sun prairie, wisconsin (the sun prairie plant). case: 3:24-cv-00018 document #: 1 filed: 01/11/24 page 1 of 6 2 13, which requires a party challenging an arbitration award in wisconsin to file such challenge within 3 months after the award is filed or delivered. trachte received the award on december 1, 2023, and the amended award on december 11,",entailment,one-implicit-one-explicit,Does negotiated (trachte and local 565 negotiating the terms of the collective bargaining agreement) precedes the event of brings (plaintiff action against defendant)?
"on november 25, 2020, the district court granted the unions summary judgment motion and denied cdrts. cdrt subsequently appealed the matter to the united states court of appeals for the sixth circuit (no. 20-6425). on september 17, 2021, however, the company and the union entered a settlement agreement that resolved the appeal. the settlement agreement is attached as exhibit d. in the settlement agreement, the parties agreed that they would arbitrate the sole issue of the calculation of backpay, as that remedy is referred to and defined in the july 24, 2019 opinion and award of arbitrator mark c. travis. they further agreed that this arbitration would be before arbitrator travis. case 3:22-cv-00386-rgj document 1 filed 07/27/22 page 4 of 9 pageid #: 4 5 the remedy award",entailment,one-implicit-one-explicit,Does the scheduling of the arbitration before arbitrator travis follows the agreement to arbitrate the sole issue of the calculation of backpay?
"pbgc repeats and realleges each and every allegation contained in the preceding paragraphs. case 3:24-cv-01532 document 1 filed 03/13/24 page 6 of 9 7 complaint case no. 3:24-cv-1532 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 by causing the plan to loan plan assets to volk electric, the defendant violated his duty under section 1104(a)(1)(a) to discharge his duties solely in the interest of participants and beneficiaries. case 3:24-cv-01532 document 1 filed 03/13/24 page 7 of 9 8 complaint case no. 3:24-cv-1532 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 the defendant failed to take any action to seek repayment of the assets that were transferred from the plan to volk electric.",entailment,one-implicit-one-explicit,Does the defendant's violation of his duty to discharge his duties solely in the interest of participants and beneficiaries follows his agreement to the transfer of assets to volk electric?
"plaintiff, trachte building systems, inc. (trachte) brings this action against defendant sheet metal air, rail and transportation workers local 565 (local 565) to vacate an arbitration award (award) and amended arbitration award (amended award) entered in smart local 565 v. trachte building systems, inc., case id trachte is an employer within the meaning of the lmra, 29 u.s.c. 152(2), and is engaged in commerce or an industry affecting commerce within the meaning of 29 u.s.c. 152(6) and (7). trachte is a wisconsin corporation engaged in the design, manufacture, and erection of durable, pre-engineered, and customized steel self-storage systems. its headquarters are located at 314 wilburn road, sun prairie, wisconsin, 53590, and its operations include a production plant in sun prairie, wisconsin (the sun prairie plant). case: 3:24-cv-00018 document #: 1 filed: 01/11/24 page 1 of 6 2 13, which requires a party challenging an arbitration award in wisconsin to file such challenge within 3 months after the award is filed or delivered. trachte received the award on december 1, 2023, and the amended award on december 11,",entailment,one-implicit-one-explicit,Does negotiated (trachte and local 565 negotiating the terms of the collective bargaining agreement) happens before vacate (an arbitration award and amended arbitration award)?
", ""on or about february 19, 2021, defendants martinez, allen, blondin, wallace, bryant and galloway signed a letter endorsing defendant cervantes that cervantes posted on her campaign website. in the letter, defendants make clear that they believed that pantoja orchestrated andermans nomination and stated that pantojas actions in endorsing anderman threatens to tear our union apart at a time when our members during the campaign, defendant richard johnsen, who had been promoted to be defendant ip martinezs chief of staff, stated that pantoja would be removed from his position as gvp-transportation because of his opposition to defendant cervantes. on or about march 19, 2021, the iam provided some of the documents pantoja requested in redacted form and withheld a number of the requested weekly expense reports.\",entailment,one-implicit-one-explicit,Does writing the letter happens before the letter being posted on defendant cervantes' campaign website?
"ms. reed advised ms. salome to issue the written discipline and to speak with rivera (as well as the other roll tunnel operators) regarding the defaced guidelines. accordingly, ms. salome, along with clint kelch (the union steward) approached rivera to present him with the disciplinary warning and to discuss the defacement of the posted guidelines. rivera was on his clamp truck and ms. salome advised that rivera that she needed to speak with him. without stopping, rivera told her that he did not have time to speak with her (his own supervisor) because he was working and drove by her.",entailment,one-implicit-one-explicit,Does ms. reed learning about the defaced guidelines precedes the discussion between ms. salome and rivera regarding the defaced guidelines?
"on september 20, 2021, bcbsil reversed its denial of benefits in a letter stating that audrey required the daily skilled nursing services requested and the services requested were covered by the plan. bcbsil then paid some, but not all, of the claims submitted by mr. lou for the period requested from january 22, 2021 through april 30, despite no change in audreys need for daily skilled nursing care and no change in the language of the plan, bcbsil did not pay any claims for daily skilled nursing services rendered to audrey from may 1, 2021 through october 31, bcbsil paid most, but not all, claims submitted for daily skilled nursing services rendered to audrey from november 1, 2021 through december 31,",entailment,one-implicit-one-explicit,Does the reversal of denial of benefits happens after bcbsil reviewed the case?
"on november 25, 2020, the district court granted the unions summary judgment motion and denied cdrts. cdrt subsequently appealed the matter to the united states court of appeals for the sixth circuit (no. 20-6425). on september 17, 2021, however, the company and the union entered a settlement agreement that resolved the appeal. the settlement agreement is attached as exhibit d. in the settlement agreement, the parties agreed that they would arbitrate the sole issue of the calculation of backpay, as that remedy is referred to and defined in the july 24, 2019 opinion and award of arbitrator mark c. travis. they further agreed that this arbitration would be before arbitrator travis. case 3:22-cv-00386-rgj document 1 filed 07/27/22 page 4 of 9 pageid #: 4 5 the remedy award",entailment,one-implicit-one-explicit,Does entering into a settlement agreement follows the negotiation of the settlement agreement by the parties?
"the parties have not agreed to empower arbitrators to establish or enforce supplemental early retirement benefits, or any benefit exclusively reserved to administration under the plan, to retirees. this court has the authority to determine the rights of the parties in connection with their dispute, namely whether the january 8 grievance should be arbitrated or pursued through the plan. , ""this dispute is ripe for adjudication, as the january 8 grievance is currently pending to be arbitrated. the parties have agreed to stay the arbitration pending the final disposition of this action in the united states courts.",entailment,one-implicit-one-explicit,Does seeking arbitration precedes the pending status of the january 8 grievance to be arbitrated?
"on september 20, 2021, bcbsil reversed its denial of benefits in a letter stating that audrey required the daily skilled nursing services requested and the services requested were covered by the plan. bcbsil then paid some, but not all, of the claims submitted by mr. lou for the period requested from january 22, 2021 through april 30, despite no change in audreys need for daily skilled nursing care and no change in the language of the plan, bcbsil did not pay any claims for daily skilled nursing services rendered to audrey from may 1, 2021 through october 31, bcbsil paid most, but not all, claims submitted for daily skilled nursing services rendered to audrey from november 1, 2021 through december 31,",entailment,one-implicit-one-explicit,Does bcbsil's statement that audrey required daily skilled nursing services follows the event of bcbsil reviewing the case?
"in addition to posting the guidelines, ms. salome had several conversations with rivera regarding the need to store the rolls with the labels right side up. nevertheless, in spite of those discussions, rivera continued to store the rolls with the labels upside down. ms. salome verbally counseled rivera regarding his failure to properly store the rolls. in spite of that verbal counseling, rivera ignored ms. salome and continued to store the rolls upside down. as a result, on may 6, 2021, ms. salome decided to issue rivera a written warning and advised ms. arvan as well as the companys human resources officer, rachel reed. ms. salome and ms. reed prepared the written warning. prior to issuing the written warning, on may 11, 2021, ms. salome noticed that someone defaced the storing guidelines that she had posted. indeed, one of the employee wrote the words wha, wha, wha on the posted case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 5 of 16 pageid #: 109 6 guidelines. ms. salome, who was very familiar with riveras handwriting (because she reviewed it daily), believed rivera defaced the picture. accordingly, she took a picture of the defaced guidelines and forwarded the same to ms. arvan and ms. reed.",entailment,one-implicit-one-explicit,Does the need to store the rolls correctly was communicated before rivera continued to store the rolls with the labels upside down?
"the parties have not agreed to empower arbitrators to establish or enforce supplemental early retirement benefits, or any benefit exclusively reserved to administration under the plan, to retirees. this court has the authority to determine the rights of the parties in connection with their dispute, namely whether the january 8 grievance should be arbitrated or pursued through the plan. , ""this dispute is ripe for adjudication, as the january 8 grievance is currently pending to be arbitrated. the parties have agreed to stay the arbitration pending the final disposition of this action in the united states courts.",entailment,one-implicit-one-explicit,Does initiating a grievance precedes the pending arbitration of the january 8 grievance?
", ""ten days later, by letter dated january 26, 2021, ip martinez advised pantoja that the transportation department s washington, dc office was to be closed and moved back to iam headquarters by march of 2021, even though the office was important to the functioning of the transportation department because of its proximity to the national mediation board."", \ martinez demoted tiberi because he believed that tiberi supported pantojas efforts to nominate anderman.",entailment,one-implicit-one-explicit,"Does the act of writing the letter dated january 26, 2021 precedes the actual closure and relocation of the transportation department's washington, dc office back to iam headquarters?"
"approximately one month later, in june 2021, ms. arvan went out onto the floor and walked past the roll tunnel. as she did so, she noticed that rivera was pushing the rolls of paper (which weigh thousands of pounds) with his hands. ms. arvan, consistent with the the companys requirement that managers intervene when they observe unsafe behavior, approached rivera to address his unsafe conduct. ms. arvan told rivera that the rolls were too heavy to be pushed with his hands. he responded that she was picking on him. ms. arvan said no, she was simply trying to have a case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 7 of 16 pageid #: 111 8 safety discussion with him. ms. arvan advised rivera that he should not be pushing rolls, that his conduct was unsafe and that he could get hurt. she advised him that he needed to use a roll pusher. when ms. arvan advised him that the roll actually weighed 3,700 pounds and that he needed to use a roll pusher, he became more agitated and disrespectful and rolled his eyes at ms. arvan. ms. arvan said, dont roll your eyes at me.",entailment,one-implicit-one-explicit,Does ms. arvan noticing rivera pushing rolls of paper with his hands precedes her advising him to use a roll pusher?
", ""ten days later, by letter dated january 26, 2021, ip martinez advised pantoja that the transportation department s washington, dc office was to be closed and moved back to iam headquarters by march of 2021, even though the office was important to the functioning of the transportation department because of its proximity to the national mediation board."", \ martinez demoted tiberi because he believed that tiberi supported pantojas efforts to nominate anderman.",entailment,one-implicit-one-explicit,Does the decision to close the office precedes the event of the office being closed?
"the union members concerted refusal to work is a violation of the contracts and interfered with patient care and caused the hospital damages. count i breach of contract section 301 of the lmra, 29 u.s.c. 185 the union authorized the union members concerted refusal to pick up extra shifts on holidays. upon information and belief, the union authorized the union members concerted action of storming meetings and offices during work hours. case 3:23-cv-00466 document 1 filed 04/13/23 page 7 of 10 8",entailment,one-implicit-one-explicit,Does the union's authorization of storming meetings and offices during work hours happens before the explicit event of filing the breach of contract?
"approximately one month later, in june 2021, ms. arvan went out onto the floor and walked past the roll tunnel. as she did so, she noticed that rivera was pushing the rolls of paper (which weigh thousands of pounds) with his hands. ms. arvan, consistent with the the companys requirement that managers intervene when they observe unsafe behavior, approached rivera to address his unsafe conduct. ms. arvan told rivera that the rolls were too heavy to be pushed with his hands. he responded that she was picking on him. ms. arvan said no, she was simply trying to have a case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 7 of 16 pageid #: 111 8 safety discussion with him. ms. arvan advised rivera that he should not be pushing rolls, that his conduct was unsafe and that he could get hurt. she advised him that he needed to use a roll pusher. when ms. arvan advised him that the roll actually weighed 3,700 pounds and that he needed to use a roll pusher, he became more agitated and disrespectful and rolled his eyes at ms. arvan. ms. arvan said, dont roll your eyes at me.",entailment,one-implicit-one-explicit,Does ms. arvan advising rivera about the weight of the roll and the need to use a roll pusher follows her noticing his unsafe conduct?
"the parties have not agreed to empower arbitrators to establish or enforce supplemental early retirement benefits, or any benefit exclusively reserved to administration under the plan, to retirees. this court has the authority to determine the rights of the parties in connection with their dispute, namely whether the january 8 grievance should be arbitrated or pursued through the plan. , ""this dispute is ripe for adjudication, as the january 8 grievance is currently pending to be arbitrated. the parties have agreed to stay the arbitration pending the final disposition of this action in the united states courts.",entailment,one-implicit-one-explicit,Does the filing of the january 8 grievance happens before the dispute becoming ripe for adjudication?
"on march 3, 2022, cdrt and the union held a remedy hearing before arbitrator mark c. travis in louisville, kentucky. on june 27, 2022, the arbitrator issued an award (the damages award). this damages award is attached as exhibit e. in his damages award, however, the arbitrator did not award or calculate backpay as referred to and defined in the july 24, 2019 merits award or act in a way authorized by the parties in the settlement agreement. the merits award provided only that [b]argaining unit members who were not offered the opportunity to perform work assigned to employees of c &amp;w facility services, shall be made whole for all lost wages and benefits sustained. but, as the arbitrator noted in his damages award, the union did not present evidence of a specific individual who suffered a loss of wages. nor did the union present evidence that any specific individual lost benefits or suffered any other monetary loss.",entailment,one-implicit-one-explicit,Does preparing for the remedy hearing happens before holding a remedy hearing?
"plaintiff, trachte building systems, inc. (trachte) brings this action against defendant sheet metal air, rail and transportation workers local 565 (local 565) to vacate an arbitration award (award) and amended arbitration award (amended award) entered in smart local 565 v. trachte building systems, inc., case id trachte is an employer within the meaning of the lmra, 29 u.s.c. 152(2), and is engaged in commerce or an industry affecting commerce within the meaning of 29 u.s.c. 152(6) and (7). trachte is a wisconsin corporation engaged in the design, manufacture, and erection of durable, pre-engineered, and customized steel self-storage systems. its headquarters are located at 314 wilburn road, sun prairie, wisconsin, 53590, and its operations include a production plant in sun prairie, wisconsin (the sun prairie plant). case: 3:24-cv-00018 document #: 1 filed: 01/11/24 page 1 of 6 2 13, which requires a party challenging an arbitration award in wisconsin to file such challenge within 3 months after the award is filed or delivered. trachte received the award on december 1, 2023, and the amended award on december 11,",entailment,one-implicit-one-explicit,Does trachte and local 565 reaching an agreement on the collective bargaining agreement precedes the vacate action on an arbitration award and amended arbitration award?
"the union members concerted refusal to work is a violation of the contracts and interfered with patient care and caused the hospital damages. count i breach of contract section 301 of the lmra, 29 u.s.c. 185 the union authorized the union members concerted refusal to pick up extra shifts on holidays. upon information and belief, the union authorized the union members concerted action of storming meetings and offices during work hours. case 3:23-cv-00466 document 1 filed 04/13/23 page 7 of 10 8",entailment,one-implicit-one-explicit,Does the union's authorization of concerted action also precedes the union members' action of storming meetings and offices during work hours?
"ms. reed advised ms. salome to issue the written discipline and to speak with rivera (as well as the other roll tunnel operators) regarding the defaced guidelines. accordingly, ms. salome, along with clint kelch (the union steward) approached rivera to present him with the disciplinary warning and to discuss the defacement of the posted guidelines. rivera was on his clamp truck and ms. salome advised that rivera that she needed to speak with him. without stopping, rivera told her that he did not have time to speak with her (his own supervisor) because he was working and drove by her.",entailment,one-implicit-one-explicit,Does ms. reed advising ms. salome precedes ms. salome agreeing to ms. reed's advice?
"approximately one month later, in june 2021, ms. arvan went out onto the floor and walked past the roll tunnel. as she did so, she noticed that rivera was pushing the rolls of paper (which weigh thousands of pounds) with his hands. ms. arvan, consistent with the the companys requirement that managers intervene when they observe unsafe behavior, approached rivera to address his unsafe conduct. ms. arvan told rivera that the rolls were too heavy to be pushed with his hands. he responded that she was picking on him. ms. arvan said no, she was simply trying to have a case: 1:22-cv-00174-sjd doc #: 4 filed: 04/04/22 page: 7 of 16 pageid #: 111 8 safety discussion with him. ms. arvan advised rivera that he should not be pushing rolls, that his conduct was unsafe and that he could get hurt. she advised him that he needed to use a roll pusher. when ms. arvan advised him that the roll actually weighed 3,700 pounds and that he needed to use a roll pusher, he became more agitated and disrespectful and rolled his eyes at ms. arvan. ms. arvan said, dont roll your eyes at me.",entailment,one-implicit-one-explicit,Does ms. arvan addressing rivera's unsafe conduct follows her observation of him pushing the rolls?
", ""ten days later, by letter dated january 26, 2021, ip martinez advised pantoja that the transportation department s washington, dc office was to be closed and moved back to iam headquarters by march of 2021, even though the office was important to the functioning of the transportation department because of its proximity to the national mediation board."", \ martinez demoted tiberi because he believed that tiberi supported pantojas efforts to nominate anderman.",entailment,one-implicit-one-explicit,Does the decision to move the office precedes the event of the office being moved?
"the parties have not agreed to empower arbitrators to establish or enforce supplemental early retirement benefits, or any benefit exclusively reserved to administration under the plan, to retirees. this court has the authority to determine the rights of the parties in connection with their dispute, namely whether the january 8 grievance should be arbitrated or pursued through the plan. , ""this dispute is ripe for adjudication, as the january 8 grievance is currently pending to be arbitrated. the parties have agreed to stay the arbitration pending the final disposition of this action in the united states courts.",entailment,one-implicit-one-explicit,Does the agreement to stay the arbitration follows the initial seeking of arbitration but is simultaneous with the pending final disposition of this action in the united states courts?
"the pension plan for hourly employees of safety light corporation (the plan) is a tax-qualified, defined benefit pension plan covered under title iv of erisa. the plan was established by safety light for the exclusive benefit of its employees. see 29 u.s.c. 1104(a). safety light is the contributing sponsor and administrator of the plan within the meaning of 29 u.s.c. 1002(16) and 1301(a)(1), (13). in march 2022, as a result of a pbgc premium filing review, pbgcs financial operations department (fod) discovered that safety light had failed to pay required pension plan premiums since in response to the referral, cfrd opened a case to investigate further. this investigation was undertaken pursuant to the authority granted to pbgc under 29 u.s.c. 1303(a). during the preliminary stages of this investigation, it was discovered that safety light ceased operations in 2007/2008, but remained current on its premium payments and irs form 5500 filings until",entailment,one-implicit-one-explicit,Does safety light's failure to pay premiums is not simultaneous with pbgc's financial operations department's discovery of this failure; the former event happens before the latter?
"pbgc repeats and realleges each and every allegation contained in the preceding paragraphs. case 3:24-cv-01532 document 1 filed 03/13/24 page 6 of 9 7 complaint case no. 3:24-cv-1532 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 by causing the plan to loan plan assets to volk electric, the defendant violated his duty under section 1104(a)(1)(a) to discharge his duties solely in the interest of participants and beneficiaries. case 3:24-cv-01532 document 1 filed 03/13/24 page 7 of 9 8 complaint case no. 3:24-cv-1532 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 the defendant failed to take any action to seek repayment of the assets that were transferred from the plan to volk electric.",entailment,one-implicit-one-explicit,Does the defendant's agreement to the transfer of assets from the plan to volk electric precedes his failure to seek repayment of those assets?
"the new policy, which was facially discriminatory based on age, was approved by the defendants on the executive counsel on or shortly after june 17, at the time the new policy was approved by the executive council, all of the defendants on the executive council planned on retiring at age 65 and, as a result, knew that pantoja was the only member of the executive council that would be adversely affected by the policy. the new policy was aimed at removing pantoja because he had exercised his right to free speech under the lmrda. e. pantojas removal from elected office on april 1, 2022 pursuant to the mandatory retirement policy",entailment,one-implicit-one-explicit,Does planning to retire at age 65 is simultaneous with considering the implications of the policy?
"the union members concerted refusal to work is a violation of the contracts and interfered with patient care and caused the hospital damages. count i breach of contract section 301 of the lmra, 29 u.s.c. 185 the union authorized the union members concerted refusal to pick up extra shifts on holidays. upon information and belief, the union authorized the union members concerted action of storming meetings and offices during work hours. case 3:23-cv-00466 document 1 filed 04/13/23 page 7 of 10 8",entailment,one-implicit-one-explicit,Does the filing of the case (document 1) follows the union's authorization of the members' refusal to pick up extra shifts on holidays?
"the union members concerted refusal to work is a violation of the contracts and interfered with patient care and caused the hospital damages. count i breach of contract section 301 of the lmra, 29 u.s.c. 185 the union authorized the union members concerted refusal to pick up extra shifts on holidays. upon information and belief, the union authorized the union members concerted action of storming meetings and offices during work hours. case 3:23-cv-00466 document 1 filed 04/13/23 page 7 of 10 8",entailment,one-implicit-one-explicit,"Does the union members' refusal to pick up extra shifts on holidays and their action of storming meetings and offices during work hours are simultaneous with each other, as they are both part of the concerted action authorized by the union?"
"ms. reed advised ms. salome to issue the written discipline and to speak with rivera (as well as the other roll tunnel operators) regarding the defaced guidelines. accordingly, ms. salome, along with clint kelch (the union steward) approached rivera to present him with the disciplinary warning and to discuss the defacement of the posted guidelines. rivera was on his clamp truck and ms. salome advised that rivera that she needed to speak with him. without stopping, rivera told her that he did not have time to speak with her (his own supervisor) because he was working and drove by her.",entailment,one-implicit-one-explicit,Does the event of ms. salome and clint kelch approaching rivera precedes rivera noticing them?
"ms. reed advised ms. salome to issue the written discipline and to speak with rivera (as well as the other roll tunnel operators) regarding the defaced guidelines. accordingly, ms. salome, along with clint kelch (the union steward) approached rivera to present him with the disciplinary warning and to discuss the defacement of the posted guidelines. rivera was on his clamp truck and ms. salome advised that rivera that she needed to speak with him. without stopping, rivera told her that he did not have time to speak with her (his own supervisor) because he was working and drove by her.",entailment,one-implicit-one-explicit,Does ms. salome's agreement to ms. reed's advice is simultaneous with her decision to issue the written discipline and speak with rivera?
"on march 27, 2017, defendant caused the plan to lend $2,000 to volk electric, at 4% interest. the note was unsecured and was payable on march 27, on april 27, 2017, defendant caused the plan to lend $14,000 to volk electric, at 4% interest. the note was unsecured and was payable on april 27, on september 26, 2017, defendant caused the plan to lend $3,000 to volk electric, at 4% interest. the note was unsecured and was payable on september 26,",entailment,one-implicit-one-explicit,"Does the lending of $2,000 on march 27, 2017 happens before the lending of $14,000 on april 27,?"
